NAAM;Provincie;KML;Lat;Lon
Heumen;Gelderland;<MultiGeometry><Polygon><coordinates>5.87911018689768,51.8095298769628 5.88102486267707,51.8014494242632 5.88744286122499,51.7953736770622 5.88721786401639,51.7851428681816 5.88797896613988,51.782986619408 5.89340933750362,51.7778529248022 5.8873231311651,51.7786272918347 5.86789327723354,51.7755210209845 5.86741543851743,51.7675069535737 5.86924477823012,51.7628604762438 5.8644689207417,51.7576817217962 5.85214964917222,51.7593173762728 5.81881613050055,51.7573056165781 5.799969312208,51.7553510995248 5.79053439127245,51.7535090541904 5.7811146267549,51.7523059691695 5.76663497344125,51.7526054323166 5.75651332331852,51.7545523260424 5.74784794763192,51.757599456565 5.73942918917767,51.7645551982919 5.73555273851909,51.7690610313247 5.72974545275232,51.7728510476131 5.73220035226078,51.7781779537321 5.74452574222504,51.7785403153211 5.76877952383367,51.7826049735495 5.76947333331806,51.7851893125228 5.77494620036314,51.7837273644718 5.78065891765365,51.7842039816438 5.79735969195689,51.7925544268631 5.80094874247935,51.7951514364367 5.81022127767899,51.7905891077199 5.82715882790258,51.7994249453769 5.82550621369379,51.80012824442 5.83710783276816,51.8060755828243 5.84875632178042,51.8082672496577 5.85751181612077,51.8083888024268 5.86865912461701,51.8100735977665 5.87911018689768,51.8095298769628</coordinates></Polygon></MultiGeometry>;51,77788922;5,818482464
Heusden;Noord-Brabant;<MultiGeometry><Polygon><coordinates>5.20649424714469,51.7414771824362 5.20960909625708,51.7387206022721 5.2100155475995,51.7339461019212 5.21650774620529,51.7306446462806 5.22751749200763,51.7271508091669 5.23103196100283,51.7240862935851 5.22853574501322,51.7147677568221 5.22997750976593,51.7105695598847 5.24120431748878,51.7139888837309 5.23629540799603,51.7063242714785 5.23898940240681,51.7020408452274 5.24184548560004,51.7013158470856 5.24701268518886,51.702735381549 5.25156942080677,51.699371789888 5.24892369842822,51.6955016506448 5.24581174906059,51.6943552132312 5.22711302629668,51.6909645362072 5.22615783631762,51.6900308051674 5.22574385918125,51.6838611331934 5.22417014963491,51.6801967815442 5.22322768630023,51.6737819687613 5.20895495882831,51.6735652242094 5.2047767049693,51.6698220849324 5.16679821866722,51.6690474383887 5.16176736581619,51.6634476208278 5.15767280113341,51.6632747387111 5.15695820259171,51.6577598406845 5.15445196182051,51.6549190972474 5.16006574757621,51.6395356528673 5.14972826090815,51.6396633219442 5.14493846956347,51.6405117025337 5.13801113505642,51.6403118392184 5.12846675326289,51.6376091537747 5.12679211236714,51.6381772050686 5.11585587892658,51.6376085706897 5.11114160338778,51.6353712396333 5.10613704618685,51.6359558421472 5.10162570357957,51.6613445036859 5.10271803481822,51.6683496566936 5.10158134019244,51.6724422036275 5.10410677094859,51.6749856409831 5.1015094672539,51.6768346901174 5.10649328531304,51.6773278323076 5.10305286914684,51.7024838202027 5.11150620109358,51.7035764047553 5.10685478747953,51.7108611122859 5.10160144696142,51.713205309892 5.09754127925376,51.71757788784 5.0835398427253,51.7209065325762 5.08176031432063,51.7223443976313 5.0904676996491,51.7268195699891 5.09924068308635,51.7303997267172 5.11184799686046,51.7343909557301 5.12805477257699,51.7376071403848 5.1420872637527,51.7399451841266 5.16567158157522,51.7429201981617 5.18014644874131,51.7426824280675 5.18569986942774,51.7419175542431 5.19619550125621,51.7402594305202 5.20649424714469,51.7414771824362</coordinates></Polygon></MultiGeometry>;51,69676198;5,160190886
Hillegom;Zuid-Holland;<MultiGeometry><Polygon><coordinates>4.61167610546032,52.31355991302 4.61110789668946,52.3116073924947 4.60390406893374,52.3053572804734 4.59708732338126,52.2960841776242 4.59588388681352,52.2911224845501 4.59148685979509,52.2861681321053 4.58799988069992,52.2801355423209 4.5727491001021,52.2712400187124 4.56746329433216,52.2735771018154 4.55353944951845,52.282199196232 4.54255036562614,52.2866441589014 4.54929764085616,52.2947914904573 4.55537622310209,52.2991440566842 4.56370749800996,52.3092980085023 4.56895512928777,52.3165125641128 4.57324062323211,52.315355520207 4.58327252162301,52.3183950502189 4.59849584238099,52.3173540249661 4.61167610546032,52.31355991302</coordinates></Polygon></MultiGeometry>;52,29677278;4,576953174
Hilvarenbeek;Noord-Brabant;<MultiGeometry><Polygon><coordinates>5.13019619408707,51.5302978854569 5.14496650998751,51.5214937685272 5.14888772587922,51.5236577734583 5.15660253681422,51.51880424465 5.16096883919197,51.5172259198698 5.17099353363788,51.510568648023 5.17647957628028,51.511310803627 5.17965052131596,51.5088622589088 5.19013856298794,51.5074086460963 5.19600217472066,51.5098367023964 5.20303359477047,51.5099432009118 5.21102151288042,51.5118510577105 5.21473243081265,51.5117262655613 5.22443486499901,51.5171484475457 5.22653423147422,51.5074736619352 5.23236324339471,51.5089197835466 5.23594265570307,51.5139095903368 5.25124991215538,51.5096308338074 5.24789214388032,51.5063360806726 5.24711084602171,51.4988785679285 5.2284440193251,51.4987000023753 5.22996698609563,51.4897267691338 5.22540583426192,51.4888221195527 5.22043504291189,51.4728795157498 5.20981486762813,51.4657732992941 5.19102495456488,51.4302249956298 5.19102007648237,51.4302158209732 5.1849808636541,51.4287640217444 5.17815359587312,51.4302610192167 5.17345840903886,51.4282402143998 5.17076570356086,51.4297330775835 5.15855329280425,51.4321742475335 5.15794832505832,51.4288308511321 5.15244430514367,51.4290260309143 5.11945918844064,51.4282748307168 5.10202063116443,51.4289227236808 5.10457269319097,51.4313488863174 5.07896987033953,51.4715175822665 5.07231771300163,51.4711000160249 5.04974089570497,51.4711081452861 5.04879185054398,51.4719135297385 5.0515803496596,51.487131954553 5.06836799197218,51.4853347457668 5.0692931914641,51.486835874056 5.0627415491799,51.4928261082464 5.07691511527041,51.5007965134622 5.07299807515431,51.5028750358395 5.08818697800647,51.5112975035775 5.0960354896089,51.5099121860504 5.09844168308486,51.5153605960991 5.09502380924051,51.5172515970356 5.10094735440846,51.5205196985898 5.09814116671244,51.5249523788857 5.10506078043303,51.5281758870487 5.10005942926029,51.5314549804373 5.10888403250057,51.5363609889058 5.10982065780763,51.5393831709452 5.1178509056432,51.5456539612328 5.11967720018972,51.5446209377663 5.12620135131416,51.5335927977951 5.13019619408707,51.5302978854569</coordinates></Polygon></MultiGeometry>;51,47952464;5,145456121
Hilversum;Noord-Holland;<MultiGeometry><Polygon><coordinates>5.20111716499183,52.2681399470842 5.20382204618323,52.2671150905752 5.18885292825372,52.2476505647193 5.19895079737289,52.2408480515307 5.21896039349228,52.2121287158935 5.21550079718363,52.2042734269281 5.19258603551664,52.1778329467861 5.18931611941157,52.1776807226946 5.14335824961141,52.1802699324506 5.12411065789907,52.1808273927569 5.12193907324176,52.1855802751709 5.1322089657955,52.1885515184352 5.1412539450676,52.1932641602539 5.14514103419515,52.1966372602249 5.14561170427287,52.2005044387707 5.13757589628251,52.2109755678518 5.13394321350041,52.2142948330419 5.1225268277272,52.2188250969254 5.12233213158255,52.2208116908462 5.12806269317089,52.2223833951084 5.12794476503955,52.2244038228239 5.14026130527462,52.2246733612662 5.14179137333445,52.2254934730127 5.14132660446123,52.2382731821964 5.14229318297753,52.2431449199396 5.14011505240077,52.2456155071363 5.13960459059373,52.2540147907307 5.13680131132209,52.2539505556867 5.13647063482823,52.259816076679 5.12566090326432,52.2601469929591 5.12199991079543,52.2686938429569 5.11905434406779,52.2735653733077 5.10852637591503,52.275615285651 5.10325458382828,52.2774654170723 5.10206587549734,52.279890838652 5.10464608508277,52.2853846663955 5.12271072833282,52.2813636785812 5.12558178020601,52.2787486564154 5.13440542461778,52.2778164190164 5.14163622605011,52.2823631128853 5.14669794947782,52.281929805714 5.14129686766562,52.277445975738 5.14371848064955,52.2738302274296 5.1437985574875,52.269760197314 5.13722579992647,52.2616194857416 5.13760939835889,52.2596039024686 5.16212890759795,52.2557958011672 5.17433376828146,52.261901215519 5.18035548304606,52.2641649120984 5.1831393286148,52.2639692044277 5.20111716499183,52.2681399470842</coordinates></Polygon></MultiGeometry>;52,22326127;5,167948172
Hoeksche Waard;Zuid-Holland;<MultiGeometry><Polygon><coordinates>4.57230527122417,51.7000729294824 4.54432935016588,51.6951270212056 4.54855253056789,51.6966035296388 4.5646518165809,51.6995734682589 4.57230527122417,51.7000729294824</coordinates></Polygon><Polygon><coordinates>4.33433313623245,51.7132242087361 4.33423494480362,51.7132412469129 4.33206740819963,51.7182942457464 4.33611959531476,51.7196336768149 4.33433313623245,51.7132242087361</coordinates></Polygon><Polygon><coordinates>4.26334267201159,51.754071201986 4.27912665562697,51.7527602606794 4.31131154922219,51.7471134163331 4.3287475522455,51.7419899403533 4.35613585022515,51.7355030870781 4.35708392714519,51.7317365008007 4.35015420773441,51.7308594030544 4.34153465935742,51.7285646055483 4.33701599665249,51.7265394997171 4.33039350252814,51.7261003894877 4.31682798288949,51.7267678132378 4.30098310222402,51.7302239067916 4.29085771757538,51.7342055033957 4.2867894934289,51.7369771910179 4.27890008315457,51.7407134381466 4.2588744882371,51.7482617446136 4.25899104627344,51.7511987705034 4.26334267201159,51.754071201986</coordinates></Polygon><Polygon><coordinates>4.6235971122522,51.7213958614091 4.61891782901904,51.7232467171455 4.60592733383808,51.7170663544121 4.59569594988409,51.7152229223038 4.58822320243662,51.7119137304808 4.58065427690887,51.7120385204637 4.57180222777672,51.7094099530192 4.5664216382518,51.7069329693922 4.55837191916928,51.7045426755595 4.5512907370197,51.7043819126795 4.53044340354437,51.7006065623785 4.51257394334775,51.7041324213771 4.5087194452538,51.7065604479895 4.50357668289561,51.7065268551697 4.49246111892764,51.7090828261933 4.4862637662884,51.711508722985 4.4749697819058,51.713021534439 4.46883158654365,51.7150285978586 4.45193507157436,51.7156160624381 4.45159942162543,51.7179083977076 4.44228839310199,51.7166915793672 4.43943604150753,51.7155780112659 4.43534795066211,51.716900577488 4.42319424082613,51.7190830486238 4.41696848330682,51.7191486811414 4.40605286621239,51.7220060551715 4.40381089132856,51.7202630659873 4.39823084112347,51.7113343420116 4.39789923192909,51.7114130834512 4.40346162701105,51.7203459755481 4.40424140290616,51.7233656683253 4.38535773836434,51.7304357649672 4.38369681792912,51.7317139311435 4.37115270081261,51.7351252932463 4.3565465937978,51.7410083897753 4.3446528872902,51.7447921963219 4.34027853080422,51.7455377859965 4.3144948505787,51.7527223999116 4.29964287127035,51.7554986708062 4.29635608129345,51.757356681614 4.28320245802751,51.7585276866061 4.26719071243343,51.7610535379753 4.26338277140657,51.7626636881046 4.24826357341834,51.7662089819929 4.23775438065135,51.7732349541762 4.23567525780415,51.7760724752573 4.23084285927766,51.7792681518754 4.23440276333635,51.7804190545107 4.24034958187549,51.7791721072423 4.24845454822675,51.7844955563692 4.2466280999505,51.7853393235348 4.25288446333624,51.7923599611288 4.2595494607132,51.7982993551778 4.26321297752451,51.8026572871517 4.26859612325786,51.8048391591935 4.27464057398427,51.8049236015468 4.29678525277028,51.8023988264794 4.30585816762618,51.8085953704811 4.32133661710061,51.8120359832212 4.33069822984416,51.8129476394524 4.33708504628589,51.816438775604 4.35334165770991,51.8190551025328 4.36034329567296,51.8185952167455 4.36908233984488,51.8169814333551 4.38054403171675,51.8233096665156 4.39713189451789,51.8312751879663 4.41833005264747,51.8295873405341 4.42438381920716,51.8312466011306 4.43248240352357,51.8370461437676 4.44698531206427,51.8327015583647 4.45297016943053,51.8318638517244 4.46437171190597,51.8317235073616 4.47896841129451,51.8342140528849 4.48909437184631,51.8353955687746 4.49634290923297,51.8355005200571 4.50508336417922,51.8343165594864 4.51674917852088,51.8313550950131 4.5254780108331,51.8298542383565 4.54284383342053,51.8318686547408 4.54865287911839,51.8317630775388 4.55360876898515,51.8298969029666 4.55723949301644,51.8268626768223 4.56118212324046,51.8179318668213 4.5644621115692,51.8143301582934 4.56963165543804,51.8113084912375 4.579552409788,51.8080039601447 4.59657218281882,51.8064773412549 4.62122164451578,51.8008036790966 4.62321275561042,51.7924131576267 4.62701195819555,51.7842359288594 4.62775752520173,51.7784762047384 4.62611536786182,51.766051576855 4.62683743760526,51.7611627606315 4.63135558015493,51.7491847941575 4.63151851468643,51.7439841930058 4.62994977277702,51.7371308463678 4.6235971122522,51.7213958614091</coordinates></Polygon></MultiGeometry>;51,77044841;4,455082892
Hof van Twente;Overijssel;<MultiGeometry><Polygon><coordinates>6.74288654221287,52.2831134859897 6.74762115559158,52.2773351388509 6.74941350112777,52.2690614873333 6.74882077803967,52.2670857827987 6.75295959208098,52.2523695670487 6.75084691674518,52.2517849806444 6.7243365665541,52.2527143418069 6.71961643377417,52.2486166998177 6.720936691503,52.2380853203584 6.7170879283543,52.2409805031527 6.71213980155719,52.2260290019219 6.70323956210962,52.2194421154658 6.70203921885046,52.2168215572703 6.71238784843308,52.2063314383224 6.70346908072594,52.1985279410159 6.69749418535093,52.1962479732996 6.67205053047421,52.1981867233298 6.65308203996368,52.1937007041584 6.62436207240536,52.1889172991314 6.62973053863448,52.1864589923952 6.63445389395935,52.1859552136122 6.6390388197691,52.1819166025991 6.64275505744807,52.181447123598 6.64729415337672,52.1768952874608 6.64504078215123,52.1741942604748 6.64028021262493,52.1674051459422 6.63486169533391,52.172164679006 6.63114550361529,52.1731019984668 6.62656391437431,52.171456927175 6.61720958574901,52.1651951290019 6.61214728909546,52.1631663087561 6.60608426555071,52.1655147117112 6.6028514190679,52.1691213162961 6.60632691669462,52.1730824469296 6.59611527071702,52.1798352522415 6.59084096513449,52.1823708388206 6.57465760148649,52.1797777698668 6.55534955303357,52.1772555692229 6.5302243602153,52.1799333820337 6.5141302774689,52.1813100456451 6.49603126786769,52.177175237941 6.49240122077803,52.1773718689681 6.48856040096623,52.18055555557 6.47921590757936,52.1822575068777 6.47767624602803,52.1850539143026 6.47297340438507,52.1883197724219 6.46932649557071,52.1944289188239 6.46947569892017,52.1983743378795 6.46727054215366,52.2004200213809 6.46074743660063,52.2004033703346 6.45492070122151,52.2023493405306 6.45325404651415,52.2061847114673 6.44631105988649,52.2128009213293 6.44003178986539,52.2169918924431 6.43194685557427,52.220935060104 6.42861073308547,52.2237249849542 6.42313440163448,52.2320126998067 6.41680743430069,52.2371263441771 6.41642230814202,52.2421663570678 6.42968468468215,52.2516980301285 6.43904347587897,52.2547302408057 6.4414902603818,52.256597076066 6.4478121665264,52.2578433915314 6.46179700593411,52.2634033432696 6.47100160437617,52.2676860430746 6.47123105791564,52.2693097590909 6.48525968297003,52.274606461328 6.51732481574073,52.2830528698535 6.52581281812694,52.2834989619015 6.54154666442179,52.282266696113 6.5540087262029,52.2833129659158 6.562252638933,52.2743589029778 6.56819144323044,52.2701436997748 6.57538267301951,52.269316170392 6.59514849634159,52.2711985589407 6.6053631340965,52.2706888606431 6.62606633257407,52.2899739536731 6.63327845838284,52.2912588410609 6.63670498866008,52.290738131975 6.64746465908207,52.2937109952531 6.6575198661526,52.2948543106766 6.65807331623792,52.2958898057854 6.67144580953271,52.3003089253897 6.68477787823698,52.3066312192873 6.69094027908781,52.3083910705157 6.69746031980548,52.308610472073 6.70441467132787,52.3070887835999 6.71199217133666,52.3036681925871 6.72522268590533,52.2950687657662 6.72783799087023,52.2920555747845 6.73222219017694,52.290164058099 6.74288654221287,52.2831134859897</coordinates></Polygon></MultiGeometry>;52,23644131;6,589959053
Hollands Kroon;Noord-Holland;<MultiGeometry><Polygon><coordinates>5.10414835938301,52.7744522802488 5.09981209235844,52.7734410839257 5.09328903166647,52.7695330655575 5.08201056371445,52.769611861524 5.06972304166737,52.7681031724097 5.06275459886107,52.7612444847207 5.05622240969503,52.7571891377799 5.04591754747303,52.7533559422688 5.03330177581524,52.7519362434993 5.02165942103535,52.7515238079485 4.99686051682104,52.7520653353588 4.95582162992058,52.7532786033589 4.95434223203827,52.7552963375174 4.94438613982927,52.7536590063617 4.94032784898809,52.7504213510414 4.93279273551959,52.7489275426021 4.93131688797072,52.7417743069539 4.91223832640273,52.7202676595195 4.89866947352552,52.7068319451598 4.89086814160341,52.7084697963571 4.87723978525778,52.7122278749838 4.87181801413706,52.7163904736157 4.86121089649879,52.7207263894783 4.85809269867942,52.7233453730681 4.85141219972141,52.722148276496 4.8476853768006,52.720259370962 4.84922466259686,52.7247929344288 4.84425431407974,52.7322503431454 4.84006535716421,52.7344337929138 4.83569764432684,52.7415267690188 4.83137381330106,52.7463013583436 4.81046848676606,52.7645488576774 4.80694623978884,52.7702681485736 4.81333653529336,52.7713336697122 4.82075403031687,52.769607183149 4.8198494563746,52.7741294842548 4.82903592519321,52.7756175740595 4.82740922919909,52.7835652810143 4.83125629294074,52.7838199478118 4.83232138018053,52.8004393154777 4.83447575829609,52.8077989648489 4.81367248415238,52.8315288404697 4.80964707951182,52.8368989241651 4.79436925068633,52.8473943611197 4.78256263170196,52.8514355108612 4.75965150312268,52.8483957540739 4.75885532265576,52.8486892848266 4.77021806934602,52.8776143506628 4.77093898158188,52.8786262293429 4.79490926291524,52.9125782775046 4.80453184747456,52.9104870509082 4.80832988177765,52.9143431053592 4.81196718863963,52.9130362505146 4.81207993439074,52.9113072118968 4.81683960876194,52.9085132915692 4.82956697516886,52.9044147164959 4.84354133023382,52.8990832152852 4.84860060283252,52.8994159361249 4.8488258684765,52.8970512942477 4.86640955711241,52.8906839451696 4.87450584593898,52.8882618430247 4.8828947686262,52.8889175019 4.90724141875801,52.8935527737557 4.91962702026578,52.8995501556838 4.9359420577316,52.9036745596099 4.94552585067112,52.9095867199536 4.95459301703121,52.9166917990523 4.95890639704001,52.925496537441 4.9671016046625,52.9299881423231 4.97488527062598,52.9313092298766 4.9875388327342,52.9319539170055 4.99655358166241,52.934653934585 5.00516909556376,52.9357143986272 5.01306583818215,52.933958626081 5.02092855365763,52.9348583800898 5.02784653065373,52.9384675041915 5.03321372892337,52.9367861159788 5.0380422131445,52.9334176624138 5.04889923448803,52.9380642108685 5.04838089837665,52.9400150500812 5.05415169752079,52.9411418800909 5.1658831360195,52.9998671958031 5.16676232150787,52.9992592066167 5.05489767699537,52.9404893798267 5.05274690715321,52.9368503451673 5.04924487013946,52.9377991897504 5.04422439470485,52.9354453815182 5.04400574875679,52.9336763732574 5.03894845433473,52.931357091739 5.03797792926851,52.9215519878471 5.04862429708955,52.9241213224763 5.07390082260919,52.8938197206473 5.07948378498047,52.890035484389 5.07915126525676,52.88752768137 5.10169555776601,52.860605690953 5.10530632275794,52.8569087809039 5.10962713639724,52.8552440241529 5.10784621188736,52.8532635920147 5.11362116866789,52.8463843788427 5.11312212032829,52.8392304109599 5.10383558400088,52.7749749352603 5.10414835938301,52.7744522802488</coordinates></Polygon></MultiGeometry>;52,83003259;4,949780813
Hoogeveen;Drenthe;<MultiGeometry><Polygon><coordinates>6.58746746896198,52.7356898693539 6.57650306367027,52.7252502198837 6.57642858484667,52.7242654797963 6.59677941804737,52.7235467474713 6.59579443331955,52.7132178651822 6.62486236723156,52.7124177792398 6.62993753176947,52.7127266413742 6.6288422476717,52.6964150782797 6.62946265833663,52.6922067859953 6.63241260347642,52.6867298589882 6.63190310196742,52.6745524344853 6.62945329306914,52.6696882441755 6.61452687929346,52.6740492820729 6.55282146628183,52.6655949708379 6.54645769012265,52.6635353699644 6.52938075013083,52.6545073203239 6.53055589231495,52.6724723905717 6.49955186875167,52.6735540520571 6.49977402960595,52.675642899023 6.49257390958246,52.6759708561626 6.49292602521034,52.6835869412515 6.48485205062776,52.6842457293493 6.48598043855893,52.6936327510014 6.47336463546184,52.6942917350436 6.46331953937652,52.6933076771296 6.46281463745094,52.69520295206 6.44867668647283,52.6937876317074 6.45131170967275,52.6994057767042 6.44987582122239,52.7052748590568 6.45114172755361,52.7069816443906 6.43177280848165,52.7057952134796 6.42623738111922,52.7046998397421 6.41992798757601,52.7017121338803 6.40716768036884,52.7067955817725 6.40543785914058,52.7122150865561 6.4143651341365,52.7172612849595 6.41324220897637,52.7205734444195 6.40680257193633,52.7284101825583 6.42132553340876,52.7314154113505 6.41539215360389,52.7408569107923 6.42319264792685,52.7430002578823 6.4205229962125,52.7482272120522 6.42628577014211,52.7514228508449 6.41940324422374,52.7559944066469 6.41614461966637,52.7553173314633 6.41013436667609,52.7648855017229 6.41520883029993,52.7661832997628 6.43218135925078,52.7688024391463 6.43752797306763,52.7709433550118 6.44646001990812,52.7768312321626 6.44692039898651,52.7858892979528 6.44973416467621,52.7927634627292 6.45545081803845,52.8005565065564 6.49180514945282,52.7931233038987 6.49616432920973,52.786224682605 6.49066922897332,52.7708849871127 6.50781122501987,52.7689657439664 6.51272911190892,52.7620843445096 6.53536747349832,52.7681043613112 6.53752099215657,52.7652342879216 6.56638545003705,52.76557895347 6.55740010606809,52.7453649179234 6.55953161354596,52.7451093527368 6.57310230790887,52.7398907887808 6.57403625969944,52.7405233705697 6.58746746896198,52.7356898693539</coordinates></Polygon></MultiGeometry>;52,72309409;6,513593097
Hoorn;Noord-Holland;<MultiGeometry><Polygon><coordinates>5.09175236999095,52.678923727187 5.09881607691146,52.6712010888847 5.09626616875343,52.6697228638982 5.10412689178075,52.6638852177379 5.10759125301322,52.6597200563717 5.11475905393289,52.6537829197581 5.11707844444732,52.6499858074722 5.10192941828423,52.6471807517999 5.10596405877994,52.6360736937072 5.10081981587683,52.6347577283259 5.09236809801583,52.6407842685178 5.08872045765993,52.6424935073805 5.07979472717522,52.6410401355645 5.07533573763218,52.6394524846562 5.06813221095229,52.63488258504 5.06614779577021,52.6392686643814 5.06179386448128,52.6362182626764 5.05824035947443,52.6368464057009 5.05339416586922,52.6410095166206 5.0456621718901,52.6416368571328 5.03927886349812,52.6368828185218 5.03041879984438,52.6357062985514 5.02342885869718,52.6329722621991 5.01890382085019,52.6299188763327 5.01353671301584,52.6304313842013 5.01487472970652,52.6349956937209 5.02253057668177,52.6404117201911 5.03215972495661,52.6441767469379 5.03813710199068,52.648929123509 5.03904296814705,52.655863588566 5.03476273613092,52.6665563558198 5.03554005609198,52.6704529643325 5.04717091000167,52.6719157061869 5.06345553498156,52.6731333927135 5.06229187822636,52.6767076351122 5.08260672936112,52.6840032079898 5.08730707456349,52.6825928900552 5.09175236999095,52.678923727187</coordinates></Polygon></MultiGeometry>;52,65600014;5,069867752
Horst aan de Maas;Limburg;<MultiGeometry><Polygon><coordinates>6.14109412574119,51.519519568375 6.14470333387723,51.5175020361064 6.1577853737419,51.5136201315516 6.16565848598828,51.5089350722599 6.16919352044036,51.5030816552027 6.16940137185637,51.5001585958226 6.16654327752274,51.489145199608 6.16710781066907,51.4857884136877 6.17073098064534,51.4809599093562 6.17760931256983,51.4738298289688 6.178979717633,51.468173353017 6.17812876164432,51.4644483367114 6.17355859454265,51.4589915273021 6.16484528073618,51.4525701526322 6.15523999791154,51.4426726648701 6.15396956343832,51.4363908042869 6.15832744753564,51.4248089225575 6.15754622570145,51.4201661637743 6.15137557431976,51.4146123755257 6.14899527295423,51.4077751570007 6.15304200397769,51.3959253596379 6.14077937372492,51.394861939138 6.13677561795039,51.4125204181651 6.13527086175408,51.4161092761898 6.13117067164913,51.4147044796425 6.12194640683923,51.4158591333111 6.11646809834035,51.4209925112758 6.10175774924474,51.4195541066665 6.0816285099501,51.4205828560401 6.07769624452781,51.4201708026268 6.07689014616093,51.4094994847994 6.0733660492455,51.4061056961741 6.07182821421893,51.4012054489062 6.07312627113718,51.3957292406492 6.07009918816252,51.3951538073958 6.01876597419179,51.3822566393049 6.00617909947972,51.37990181645 5.98912246986376,51.3782028853126 5.95789679242686,51.3780498869371 5.94732744122555,51.3831340116886 5.93128759778707,51.3847526738931 5.9157988613307,51.4027811079661 5.87496597397606,51.4465577192859 5.95300437528972,51.4635409681884 5.97889051999278,51.4704213791641 5.99412012559838,51.475212957529 6.00967035159593,51.4771958773314 6.01326969975874,51.4769922889255 6.02252972837948,51.4793721510381 6.03021104895544,51.4798492239731 6.03979420176376,51.4863902296771 6.04079294240746,51.4882641022733 6.05041557973788,51.490203342231 6.06244579408255,51.4872522214468 6.06808165107193,51.4883696648365 6.07375605729571,51.4951726687095 6.06967046203902,51.5032881681916 6.06625939269905,51.5079475035629 6.06460226448136,51.5160663770611 6.06677391034199,51.5236936950869 6.07676454091138,51.5247773443409 6.07992866559799,51.5229524788927 6.08716930807722,51.523566122082 6.09562873747053,51.5215959557527 6.10276944897423,51.5226729045621 6.10755362474735,51.5213912429958 6.10661223028518,51.518301618785 6.12256126577183,51.5104237635032 6.12686659754748,51.514351670894 6.13212881260271,51.5117590344624 6.14109412574119,51.519519568375</coordinates></Polygon></MultiGeometry>;51,4448658;6,041639569
Houten;Utrecht;<MultiGeometry><Polygon><coordinates>5.24319066428004,51.9987930304364 5.24538533892952,51.9959837191095 5.25618293096141,51.9937397343728 5.25332540381082,51.9923350235395 5.25414120351078,51.9860706879561 5.27144667025887,51.9811335296712 5.26644581993584,51.9760853914849 5.25627120994458,51.9709413990992 5.2475753447295,51.976905331983 5.23978038087209,51.97893962978 5.23420147832975,51.9780629955907 5.22991259234128,51.975648958923 5.22437271778489,51.9682841273312 5.2197376914469,51.9638704460547 5.21164588083971,51.9601457772935 5.20598889260046,51.9594324824771 5.1946414171581,51.9612080018251 5.18022672823971,51.9674483268912 5.17272202183786,51.9696173182866 5.16095351181046,51.9704700544236 5.15509440048029,51.9715863619258 5.14878415280958,51.9749198377242 5.14524928549935,51.9792170258745 5.14232466520882,51.9895391263505 5.14018677823511,51.9934868238256 5.13677043893229,51.9956728157715 5.11956328119311,51.9999241335338 5.12838634411182,52.0247811070314 5.1217742325998,52.0304328038916 5.12949360385122,52.0492448877612 5.12471804301452,52.0499154401884 5.12683202788023,52.0549182241663 5.14519023682543,52.0525299438667 5.15303069671164,52.056757296257 5.16074362526102,52.0455146801849 5.17883010645671,52.0456869236372 5.19155622539233,52.0430360414311 5.18934001966247,52.0372681622957 5.19250368821915,52.0344087195108 5.19543257315239,52.0364269157546 5.2009002281106,52.031501243054 5.19909758185028,52.0254063855748 5.20352714104975,52.0200761025125 5.20199192076755,52.0174701194614 5.21937409563513,52.0152153765677 5.22403581650089,52.0137037281869 5.23153904612734,52.0095458250535 5.23467713998828,52.0056770079065 5.24319066428004,51.9987930304364</coordinates></Polygon></MultiGeometry>;52,00409513;5,181715331
Huizen;Noord-Holland;<MultiGeometry><Polygon><coordinates>5.28780998436577,52.2976030553218 5.28091186037932,52.2937807371548 5.27749981230019,52.296016858154 5.27107769993322,52.2909489175342 5.24638167430291,52.2832604000591 5.24180811118045,52.2813712101513 5.23249234948745,52.281270229523 5.22772929809763,52.2771254907375 5.21088904696192,52.2773511380962 5.20722244052566,52.2743489827778 5.20382204618323,52.2671150905752 5.20111716499183,52.2681399470842 5.18838793404981,52.2747409332177 5.184702894836,52.2780096854644 5.19501982031417,52.2809231812934 5.1952952202294,52.2887227844909 5.18822400076013,52.2925506082581 5.19554819066281,52.2949387836783 5.19585526960503,52.2992502488724 5.21175959669474,52.3000952776494 5.2142373843834,52.2984851904532 5.22956078179146,52.3017238977129 5.23035156515483,52.3054295687392 5.22848852066529,52.3112539772012 5.23075913904702,52.3119079295745 5.24249305439829,52.3113521398988 5.2447357118036,52.3092893762751 5.25216024491442,52.3118171678539 5.25683215133626,52.3066014809381 5.26586229376962,52.3058286873398 5.27463828350053,52.303955481988 5.28780998436577,52.2976030553218</coordinates></Polygon></MultiGeometry>;52,29214048;5,231808829
